id,y,treat,age,inc,site,t,post
1,9.31737012956671,0,26.461511325744574,57.46259512803856,Windsor,1,0
1,9.632178945428786,0,26.461511325744574,57.46259512803856,Windsor,2,0
1,9.464120436222666,0,26.461511325744574,57.46259512803856,Windsor,3,0
1,10.192611958706221,0,26.461511325744574,57.46259512803856,Windsor,4,1
1,11.073179829886412,0,26.461511325744574,57.46259512803856,Windsor,5,1
1,9.258004181603466,0,26.461511325744574,57.46259512803856,Windsor,6,1
2,7.292743934290307,0,34.20622748166255,22.437959354558135,Kingston,1,0
2,7.144235342868586,0,34.20622748166255,22.437959354558135,Kingston,2,0
2,6.37043369907642,0,34.20622748166255,22.437959354558135,Kingston,3,0
2,6.948900738513831,0,34.20622748166255,22.437959354558135,Kingston,4,1
2,5.784875451183158,0,34.20622748166255,22.437959354558135,Kingston,5,1
2,10.175927882293,0,34.20622748166255,22.437959354558135,Kingston,6,1
3,8.064264058180594,0,31.389558024483392,42.58803047748465,Windsor,1,0
3,7.08137555555289,0,31.389558024483392,42.58803047748465,Windsor,2,0
3,9.144569787464418,0,31.389558024483392,42.58803047748465,Windsor,3,0
3,7.229195685135824,0,31.389558024483392,42.58803047748465,Windsor,4,1
3,9.113932653406751,0,31.389558024483392,42.58803047748465,Windsor,5,1
3,9.463406476232443,0,31.389558024483392,42.58803047748465,Windsor,6,1
4,8.265579529241082,0,49.72678342465014,27.08461707184439,Toronto,1,0
4,7.660258931025874,0,49.72678342465014,27.08461707184439,Toronto,2,0
4,6.493177644959406,0,49.72678342465014,27.08461707184439,Toronto,3,0
4,8.493221899845938,0,49.72678342465014,27.08461707184439,Toronto,4,1
4,10.548820777882645,0,49.72678342465014,27.08461707184439,Toronto,5,1
4,10.99128113442252,0,49.72678342465014,27.08461707184439,Toronto,6,1
5,9.402265113165152,0,46.19145771295813,33.909466257860316,Windsor,1,0
5,9.484351372352274,0,46.19145771295813,33.909466257860316,Windsor,2,0
5,8.9527151864863,0,46.19145771295813,33.909466257860316,Windsor,3,0
5,10.896185546198808,0,46.19145771295813,33.909466257860316,Windsor,4,1
5,8.224389600953309,0,46.19145771295813,33.909466257860316,Windsor,5,1
5,10.779668521147197,0,46.19145771295813,33.909466257860316,Windsor,6,1
6,8.606953586402728,1,53.85445672409452,52.243275452221376,Windsor,1,0
6,13.378941754355912,1,53.85445672409452,52.243275452221376,Windsor,2,0
6,10.156810412609325,1,53.85445672409452,52.243275452221376,Windsor,3,0
6,11.532548125001101,1,53.85445672409452,52.243275452221376,Windsor,4,1
6,13.980209046594675,1,53.85445672409452,52.243275452221376,Windsor,5,1
6,15.79838836842833,1,53.85445672409452,52.243275452221376,Windsor,6,1
7,5.996308391961384,1,25.12729630021545,39.91163060300023,Toronto,1,0
7,8.598874770810815,1,25.12729630021545,39.91163060300023,Toronto,2,0
7,8.69379714589392,1,25.12729630021545,39.91163060300023,Toronto,3,0
7,8.524428601099228,1,25.12729630021545,39.91163060300023,Toronto,4,1
7,9.4888841439796,1,25.12729630021545,39.91163060300023,Toronto,5,1
7,10.73033564850242,1,25.12729630021545,39.91163060300023,Toronto,6,1
8,8.8537055689241555,0,46.39192676088846,58.561569490120455,London,1,0
8,8.157650777067817,0,46.39192676088846,58.561569490120455,London,2,0
8,10.974942481501495,0,46.39192676088846,58.561569490120455,London,3,0
8,10.897158499726892,0,46.39192676088846,58.561569490120455,London,4,1
8,11.891899379779364,0,46.39192676088846,58.561569490120455,London,5,1
8,10.060954851446047,0,46.39192676088846,58.561569490120455,London,6,1
9,16.351175849271687,1,43.74734872711839,166.5102874667275,London,1,0
9,18.583446898997614,1,43.74734872711839,166.5102874667275,London,2,0
9,19.08568758828582,1,43.74734872711839,166.5102874667275,London,3,0
9,21.219560161428372,1,43.74734872711839,166.5102874667275,London,4,1
9,20.14994914828269,1,43.74734872711839,166.5102874667275,London,5,1
9,21.25671932609634,1,43.74734872711839,166.5102874667275,London,6,1
10,12.541509299836045,0,43.70187867392622,96.1670182985184,Toronto,1,0
10,15.735282305254987,0,43.70187867392622,96.1670182985184,Toronto,2,0
10,14.725215493752161,0,43.70187867392622,96.1670182985184,Toronto,3,0
10,15.345886986313209,0,43.70187867392622,96.1670182985184,Toronto,4,1
10,13.191320230106584,0,43.70187867392622,96.1670182985184,Toronto,5,1
10,15.132622327528086,0,43.70187867392622,96.1670182985184,Toronto,6,1
11,6.621896807433917,0,46.31771098256186,29.758873538850693,Windsor,1,0
11,8.53480475790112,0,46.31771098256186,29.758873538850693,Windsor,2,0
11,8.856419748703935,0,46.31771098256186,29.758873538850693,Windsor,3,0
11,10.36922145152311,0,46.31771098256186,29.758873538850693,Windsor,4,1
11,11.03433310392695,0,46.31771098256186,29.758873538850693,Windsor,5,1
11,8.964640025947018,0,46.31771098256186,29.758873538850693,Windsor,6,1
12,12.616968015255553,0,24.893936153900064,84.10000777406091,London,1,0
12,11.727760571849684,0,24.893936153900064,84.10000777406091,London,2,0
12,12.152391680569192,0,24.893936153900064,84.10000777406091,London,3,0
12,10.375198822013303,0,24.893936153900064,84.10000777406091,London,4,1
12,11.949701556833627,0,24.893936153900064,84.10000777406091,London,5,1
12,9.550100804480184,0,24.893936153900064,84.10000777406091,London,6,1
13,7.512446873215051,0,45.73412811007648,47.75802192916893,London,1,0
13,11.018357296349745,0,45.73412811007648,47.75802192916893,London,2,0
13,10.538146480484443,0,45.73412811007648,47.75802192916893,London,3,0
13,10.199112236570075,0,45.73412811007648,47.75802192916893,London,4,1
13,11.359614396880039,0,45.73412811007648,47.75802192916893,London,5,1
13,11.135657570562037,0,45.73412811007648,47.75802192916893,London,6,1
14,8.899258705479951,1,38.125220139888235,48.20604247600465,London,1,0
14,10.740101367620495,1,38.125220139888235,48.20604247600465,London,2,0
14,9.598804025175017,1,38.125220139888235,48.20604247600465,London,3,0
14,11.96311546287757,1,38.125220139888235,48.20604247600465,London,4,1
14,12.703872564746403,1,38.125220139888235,48.20604247600465,London,5,1
14,10.558400055575044,1,38.125220139888235,48.20604247600465,London,6,1
15,10.834813254672467,0,41.60333504261082,62.94092000299133,Windsor,1,0
15,11.125244232392458,0,41.60333504261082,62.94092000299133,Windsor,2,0
15,10.9501847477594,0,41.60333504261082,62.94092000299133,Windsor,3,0
15,9.056985771398391,0,41.60333504261082,62.94092000299133,Windsor,4,1
15,9.636472448795967,0,41.60333504261082,62.94092000299133,Windsor,5,1
15,13.488122080513527,0,41.60333504261082,62.94092000299133,Windsor,6,1
16,9.438897646666316,1,36.23875729677431,41.86434661343903,London,1,0
16,7.7806765094708545,1,36.23875729677431,41.86434661343903,London,2,0
16,6.402978313419085,1,36.23875729677431,41.86434661343903,London,3,0
16,8.060250350836826,1,36.23875729677431,41.86434661343903,London,4,1
16,8.66842401425787,1,36.23875729677431,41.86434661343903,London,5,1
16,10.239918540552782,1,36.23875729677431,41.86434661343903,London,6,1
17,9.498790306302629,1,47.23492227593343,41.207938082258465,London,1,0
17,10.019552662502413,1,47.23492227593343,41.207938082258465,London,2,0
17,9.67919998857341,1,47.23492227593343,41.207938082258465,London,3,0
17,8.298320366592032,1,47.23492227593343,41.207938082258465,London,4,1
17,12.813999795708838,1,47.23492227593343,41.207938082258465,London,5,1
17,10.336633131640268,1,47.23492227593343,41.207938082258465,London,6,1
18,7.253539195287971,1,49.604040327855124,36.91776184686929,Kingston,1,0
18,10.817432021873998,1,49.604040327855124,36.91776184686929,Kingston,2,0
18,8.366274075832056,1,49.604040327855124,36.91776184686929,Kingston,3,0
18,9.722002659955418,1,49.604040327855124,36.91776184686929,Kingston,4,1
18,12.926990969594648,1,49.604040327855124,36.91776184686929,Kingston,5,1
18,13.832335187830072,1,49.604040327855124,36.91776184686929,Kingston,6,1
19,9.573689887708188,0,37.94252644588226,54.15403966846203,Kingston,1,0
19,11.045513593165778,0,37.94252644588226,54.15403966846203,Kingston,2,0
19,11.271386429389144,0,37.94252644588226,54.15403966846203,Kingston,3,0
19,10.608388915899772,0,37.94252644588226,54.15403966846203,Kingston,4,1
19,10.582669106189805,0,37.94252644588226,54.15403966846203,Kingston,5,1
19,11.089109017456533,0,37.94252644588226,54.15403966846203,Kingston,6,1
20,9.924402644699114,1,42.561612518858006,30.005705497030554,Windsor,1,0
20,8.528086714703333,1,42.561612518858006,30.005705497030554,Windsor,2,0
20,10.531608976954205,1,42.561612518858006,30.005705497030554,Windsor,3,0
20,8.280133998776202,1,42.561612518858006,30.005705497030554,Windsor,4,1
20,8.706420293081731,1,42.561612518858006,30.005705497030554,Windsor,5,1
20,13.671411523561627,1,42.561612518858006,30.005705497030554,Windsor,6,1
21,11.439943816137253,1,56.385711105082265,73.134988425265135,Toronto,1,0
21,12.122981417104313,1,56.385711105082265,73.134988425265135,Toronto,2,0
21,13.09659205570304,1,56.385711105082265,73.134988425265135,Toronto,3,0
21,14.443373974758979,1,56.385711105082265,73.134988425265135,Toronto,4,1
21,15.366054313437997,1,56.385711105082265,73.134988425265135,Toronto,5,1
21,18.427512681247375,1,56.385711105082265,73.134988425265135,Toronto,6,1
22,9.017988072908985,0,18.763026865122153,71.70853861928073,London,1,0
22,8.678034161912835,0,18.763026865122153,71.70853861928073,London,2,0
22,8.766358761492983,0,18.763026865122153,71.70853861928073,London,3,0
22,11.0612706119801,0,18.763026865122153,71.70853861928073,London,4,1
22,12.105386169003527,0,18.763026865122153,71.70853861928073,London,5,1
22,10.101382861943735,0,18.763026865122153,71.70853861928073,London,6,1
23,7.6316814433014954,1,40.87784639644543,50.11294267632704,London,1,0
23,8.276097432730802,1,40.87784639644543,50.11294267632704,London,2,0
23,10.314582168293274,1,40.87784639644543,50.11294267632704,London,3,0
23,10.73418891658153,1,40.87784639644543,50.11294267632704,London,4,1
23,10.248785810856514,1,40.87784639644543,50.11294267632704,London,5,1
23,13.243926090486083,1,40.87784639644543,50.11294267632704,London,6,1
24,9.568385404121697,1,57.70592973908803,64.88096453212519,Toronto,1,0
24,12.845424503763894,1,57.70592973908803,64.88096453212519,Toronto,2,0
24,10.700113911614421,1,57.70592973908803,64.88096453212519,Toronto,3,0
24,16.658965393023713,1,57.70592973908803,64.88096453212519,Toronto,4,1
24,15.56422665531028,1,57.70592973908803,64.88096453212519,Toronto,5,1
24,15.958787611521661,1,57.70592973908803,64.88096453212519,Toronto,6,1
25,8.340466698882436,0,36.00806766951748,47.955077468505145,Toronto,1,0
25,9.88647095209538,0,36.00806766951748,47.955077468505145,Toronto,2,0
25,8.558211944451482,0,36.00806766951748,47.955077468505145,Toronto,3,0
25,9.323150272556907,0,36.00806766951748,47.955077468505145,Toronto,4,1
25,6.946654970168969,0,36.00806766951748,47.955077468505145,Toronto,5,1
25,9.457683053846704,0,36.00806766951748,47.955077468505145,Toronto,6,1
26,12.291942225526398,1,31.839135002154066,69.0547555418154,Windsor,1,0
26,11.797699570743866,1,31.839135002154066,69.0547555418154,Windsor,2,0
26,10.07223929828362,1,31.839135002154066,69.0547555418154,Windsor,3,0
26,13.491643305892204,1,31.839135002154066,69.0547555418154,Windsor,4,1
26,14.165669135060622,1,31.839135002154066,69.0547555418154,Windsor,5,1
26,14.178681466464697,1,31.839135002154066,69.0547555418154,Windsor,6,1
27,15.895940185363383,0,42.08301901568451,103.42002412554312,Toronto,1,0
27,15.13432249784156,0,42.08301901568451,103.42002412554312,Toronto,2,0
27,12.208342890690352,0,42.08301901568451,103.42002412554312,Toronto,3,0
27,16.75958089592539,0,42.08301901568451,103.42002412554312,Toronto,4,1
27,14.538975884239715,0,42.08301901568451,103.42002412554312,Toronto,5,1
27,14.544052482694594,0,42.08301901568451,103.42002412554312,Toronto,6,1
28,6.5755646813301265,0,31.563772216675787,22.12119588009986,Windsor,1,0
28,6.052656381269282,0,31.563772216675787,22.12119588009986,Windsor,2,0
28,5.422568019654593,0,31.563772216675787,22.12119588009986,Windsor,3,0
28,3.312908709483052,0,31.563772216675787,22.12119588009986,Windsor,4,1
28,5.253455643210414,0,31.563772216675787,22.12119588009986,Windsor,5,1
28,8.259122002909766,0,31.563772216675787,22.12119588009986,Windsor,6,1
29,6.149319177759039,1,23.553060257496362,43.97143078943362,Kingston,1,0
29,8.378218486473909,1,23.553060257496362,43.97143078943362,Kingston,2,0
29,7.846949915305435,1,23.553060257496362,43.97143078943362,Kingston,3,0
29,10.09865038225798,1,23.553060257496362,43.97143078943362,Kingston,4,1
29,9.520887327194545,1,23.553060257496362,43.97143078943362,Kingston,5,1
29,9.418148350316919,1,23.553060257496362,43.97143078943362,Kingston,6,1
30,9.408517026659851,0,34.994694326355,62.547194760821384,Windsor,1,0
30,9.608619498210302,0,34.994694326355,62.547194760821384,Windsor,2,0
30,8.272768842519998,0,34.994694326355,62.547194760821384,Windsor,3,0
30,8.939367026133144,0,34.994694326355,62.547194760821384,Windsor,4,1
30,9.171341772074758,0,34.994694326355,62.547194760821384,Windsor,5,1
30,11.826691875241384,0,34.994694326355,62.547194760821384,Windsor,6,1
31,7.928262606421313,1,16.806668003852966,30.685795422741055,London,1,0
31,5.805819409157985,1,16.806668003852966,30.685795422741055,London,2,0
31,5.595077425758264,1,16.806668003852966,30.685795422741055,London,3,0
31,8.070504043717783,1,16.806668003852966,30.685795422741055,London,4,1
31,8.285019014774825,1,16.806668003852966,30.685795422741055,London,5,1
31,9.909560465071735,1,16.806668003852966,30.685795422741055,London,6,1
32,6.830653336519246,0,30.754213591834294,38.25893845543827,London,1,0
32,6.735170319868747,0,30.754213591834294,38.25893845543827,London,2,0
32,7.213969941966606,0,30.754213591834294,38.25893845543827,London,3,0
32,7.759019787534751,0,30.754213591834294,38.25893845543827,London,4,1
32,8.83466673829228,0,30.754213591834294,38.25893845543827,London,5,1
32,8.855951244188788,0,30.754213591834294,38.25893845543827,London,6,1
33,7.458681251595722,0,43.70402753047859,44.35426032673846,Toronto,1,0
33,9.039406287741024,0,43.70402753047859,44.35426032673846,Toronto,2,0
33,8.443876894788984,0,43.70402753047859,44.35426032673846,Toronto,3,0
33,8.892706872188493,0,43.70402753047859,44.35426032673846,Toronto,4,1
33,10.319416737547678,0,43.70402753047859,44.35426032673846,Toronto,5,1
33,9.399194014976256,0,43.70402753047859,44.35426032673846,Toronto,6,1
34,10.9885430854769,1,47.42558936086738,87.23698312138313,Windsor,1,0
34,11.365799524512163,1,47.42558936086738,87.23698312138313,Windsor,2,0
34,13.630637355572642,1,47.42558936086738,87.23698312138313,Windsor,3,0
34,12.582909648167417,1,47.42558936086738,87.23698312138313,Windsor,4,1
34,15.78580645560166,1,47.42558936086738,87.23698312138313,Windsor,5,1
34,13.383647836226112,1,47.42558936086738,87.23698312138313,Windsor,6,1
35,10.508098967092458,0,39.96991020824481,51.50083994048363,Windsor,1,0
35,8.674812124415114,0,39.96991020824481,51.50083994048363,Windsor,2,0
35,9.532540126823557,0,39.96991020824481,51.50083994048363,Windsor,3,0
35,10.845392254780958,0,39.96991020824481,51.50083994048363,Windsor,4,1
35,9.396557229247216,0,39.96991020824481,51.50083994048363,Windsor,5,1
35,12.732914184049637,0,39.96991020824481,51.50083994048363,Windsor,6,1
36,6.2193501958873405,0,39.13356762557693,21.252473940747134,Toronto,1,0
36,5.458318079344796,0,39.13356762557693,21.252473940747134,Toronto,2,0
36,7.765388881390276,0,39.13356762557693,21.252473940747134,Toronto,3,0
36,6.087779605557042,0,39.13356762557693,21.252473940747134,Toronto,4,1
36,7.421973428935352,0,39.13356762557693,21.252473940747134,Toronto,5,1
36,4.824849596290016,0,39.13356762557693,21.252473940747134,Toronto,6,1
37,10.591909291618963,1,39.089995803417104,69.37939233446906,Toronto,1,0
37,8.980959532910802,1,39.089995803417104,69.37939233446906,Toronto,2,0
37,9.567476377003503,1,39.089995803417104,69.37939233446906,Toronto,3,0
37,11.090299523244388,1,39.089995803417104,69.37939233446906,Toronto,4,1
37,14.353082356392076,1,39.089995803417104,69.37939233446906,Toronto,5,1
37,13.707866289145914,1,39.089995803417104,69.37939233446906,Toronto,6,1
38,10.69746480620513,0,45.335168223464706,50.6258378785045,Toronto,1,0
38,10.395884451891295,0,45.335168223464706,50.6258378785045,Toronto,2,0
38,9.550166117929463,0,45.335168223464706,50.6258378785045,Toronto,3,0
38,12.211480945939426,0,45.335168223464706,50.6258378785045,Toronto,4,1
38,10.782335379752041,0,45.335168223464706,50.6258378785045,Toronto,5,1
38,8.39782200764418,0,45.335168223464706,50.6258378785045,Toronto,6,1
39,8.60544940183346,1,24.65140103707965,44.69797881395874,Windsor,1,0
39,9.20001498407616,1,24.65140103707965,44.69797881395874,Windsor,2,0
39,6.517271863905369,1,24.65140103707965,44.69797881395874,Windsor,3,0
39,7.903243988207564,1,24.65140103707965,44.69797881395874,Windsor,4,1
39,8.24084301822161,1,24.65140103707965,44.69797881395874,Windsor,5,1
39,10.49859925468896,1,24.65140103707965,44.69797881395874,Windsor,6,1
40,8.892444675569669,1,36.69054095892061,52.19290543649601,London,1,0
40,7.673391323555842,1,36.69054095892061,52.19290543649601,London,2,0
40,8.369415882389635,1,36.69054095892061,52.19290543649601,London,3,0
40,8.707352569128163,1,36.69054095892061,52.19290543649601,London,4,1
40,13.329044263733815,1,36.69054095892061,52.19290543649601,London,5,1
40,11.620789537105747,1,36.69054095892061,52.19290543649601,London,6,1
41,9.159724595656035,1,48.506051083453016,51.98779208415462,Kingston,1,0
41,10.372745506605487,1,48.506051083453016,51.98779208415462,Kingston,2,0
41,10.481133827595045,1,48.506051083453016,51.98779208415462,Kingston,3,0
41,12.136612442933965,1,48.506051083453016,51.98779208415462,Kingston,4,1
41,11.16638803048469,1,48.506051083453016,51.98779208415462,Kingston,5,1
41,13.285396402936724,1,48.506051083453016,51.98779208415462,Kingston,6,1
42,12.050419202310712,1,34.40759631581914,71.40585455334529,Toronto,1,0
42,9.990394138097704,1,34.40759631581914,71.40585455334529,Toronto,2,0
42,10.592080330224345,1,34.40759631581914,71.40585455334529,Toronto,3,0
42,11.173381211774846,1,34.40759631581914,71.40585455334529,Toronto,4,1
42,12.777401870368791,1,34.40759631581914,71.40585455334529,Toronto,5,1
42,13.339630968953482,1,34.40759631581914,71.40585455334529,Toronto,6,1
43,5.69664034560617,0,28.966308271875018,19.730127951808065,Toronto,1,0
43,5.542774405768084,0,28.966308271875018,19.730127951808065,Toronto,2,0
43,7.729647537592303,0,28.966308271875018,19.730127951808065,Toronto,3,0
43,6.290686372380445,0,28.966308271875018,19.730127951808065,Toronto,4,1
43,7.117020584264628,0,28.966308271875018,19.730127951808065,Toronto,5,1
43,8.3774993837708,0,28.966308271875018,19.730127951808065,Toronto,6,1
44,7.8616107981210614,1,41.66110425745111,42.66778566732394,Toronto,1,0
44,9.616032282693117,1,41.66110425745111,42.66778566732394,Toronto,2,0
44,8.530392457441181,1,41.66110425745111,42.66778566732394,Toronto,3,0
44,9.497315927717441,1,41.66110425745111,42.66778566732394,Toronto,4,1
44,10.519812664284105,1,41.66110425745111,42.66778566732394,Toronto,5,1
44,11.963329685590706,1,41.66110425745111,42.66778566732394,Toronto,6,1
45,7.062300443449685,1,44.47000506521713,16.1137573870763,Toronto,1,0
45,9.835336151702602,1,44.47000506521713,16.1137573870763,Toronto,2,0
45,7.974505475034991,1,44.47000506521713,16.1137573870763,Toronto,3,0
45,8.730428222064809,1,44.47000506521713,16.1137573870763,Toronto,4,1
45,8.625074997161244,1,44.47000506521713,16.1137573870763,Toronto,5,1
45,9.565690129428106,1,44.47000506521713,16.1137573870763,Toronto,6,1
46,7.124288570434471,0,42.91839969825728,47.39813833345241,Windsor,1,0
46,9.73874773552057,0,42.91839969825728,47.39813833345241,Windsor,2,0
46,10.436071594885329,0,42.91839969825728,47.39813833345241,Windsor,3,0
46,10.930295145171863,0,42.91839969825728,47.39813833345241,Windsor,4,1
46,9.461298991189937,0,42.91839969825728,47.39813833345241,Windsor,5,1
46,10.105393237492736,0,42.91839969825728,47.39813833345241,Windsor,6,1
47,8.553982378560528,1,46.23253302910967,51.096623520981375,Kingston,1,0
47,10.885429855018273,1,46.23253302910967,51.096623520981375,Kingston,2,0
47,8.63146847751705,1,46.23253302910967,51.096623520981375,Kingston,3,0
47,11.774908994891298,1,46.23253302910967,51.096623520981375,Kingston,4,1
47,11.273563814813558,1,46.23253302910967,51.096623520981375,Kingston,5,1
47,12.400147604151265,1,46.23253302910967,51.096623520981375,Kingston,6,1
48,9.257894759140772,0,29.65192431793354,48.64148835848453,London,1,0
48,7.80533258800779,0,29.65192431793354,48.64148835848453,London,2,0
48,7.865521152360042,0,29.65192431793354,48.64148835848453,London,3,0
48,8.162179637995052,0,29.65192431793354,48.64148835848453,London,4,1
48,8.764694396384236,0,29.65192431793354,48.64148835848453,London,5,1
48,9.648242037050515,0,29.65192431793354,48.64148835848453,London,6,1
49,11.344780314318449,1,48.71086772288587,59.90191124445684,Windsor,1,0
49,12.048219742204223,1,48.71086772288587,59.90191124445684,Windsor,2,0
49,11.379224421176692,1,48.71086772288587,59.90191124445684,Windsor,3,0
49,13.455693372767108,1,48.71086772288587,59.90191124445684,Windsor,4,1
49,14.30333647869985,1,48.71086772288587,59.90191124445684,Windsor,5,1
49,12.427964807760098,1,48.71086772288587,59.90191124445684,Windsor,6,1
50,7.7389410535458465,1,46.892629044785906,36.569841699767466,Toronto,1,0
50,7.414854282290054,1,46.892629044785906,36.569841699767466,Toronto,2,0
50,8.892547251880334,1,46.892629044785906,36.569841699767466,Toronto,3,0
50,10.41178843842267,1,46.892629044785906,36.569841699767466,Toronto,4,1
50,10.613502739286387,1,46.892629044785906,36.569841699767466,Toronto,5,1
50,10.572872095856926,1,46.892629044785906,36.569841699767466,Toronto,6,1
51,7.760605353037194,1,42.777397729672316,53.37358998509105,Kingston,1,0
51,8.461034691829212,1,42.777397729672316,53.37358998509105,Kingston,2,0
51,10.096125992393306,1,42.777397729672316,53.37358998509105,Kingston,3,0
51,13.273184389671602,1,42.777397729672316,53.37358998509105,Kingston,4,1
51,13.120773866882148,1,42.777397729672316,53.37358998509105,Kingston,5,1
51,14.159129398586881,1,42.777397729672316,53.37358998509105,Kingston,6,1
52,7.283594932128919,1,45.02192168071631,47.05831256158351,Toronto,1,0
52,9.281647989058058,1,45.02192168071631,47.05831256158351,Toronto,2,0
52,10.285814448293465,1,45.02192168071631,47.05831256158351,Toronto,3,0
52,11.592311671972233,1,45.02192168071631,47.05831256158351,Toronto,4,1
52,10.994630464155527,1,45.02192168071631,47.05831256158351,Toronto,5,1
52,11.03879965802479,1,45.02192168071631,47.05831256158351,Toronto,6,1
53,13.920722587105988,0,25.30838832266435,107.3353236525725,London,1,0
53,14.161342723278509,0,25.30838832266435,107.3353236525725,London,2,0
53,10.494699271011164,0,25.30838832266435,107.3353236525725,London,3,0
53,13.166583759830136,0,25.30838832266435,107.3353236525725,London,4,1
53,11.757752601170186,0,25.30838832266435,107.3353236525725,London,5,1
53,14.6784270762349,0,25.30838832266435,107.3353236525725,London,6,1
54,10.78282688047603,0,59.60940765769154,45.23728936189811,Windsor,1,0
54,9.701859853689195,0,59.60940765769154,45.23728936189811,Windsor,2,0
54,12.115065883656,0,59.60940765769154,45.23728936189811,Windsor,3,0
54,12.869476911941398,0,59.60940765769154,45.23728936189811,Windsor,4,1
54,11.549105823175491,0,59.60940765769154,45.23728936189811,Windsor,5,1
54,13.379896102195683,0,59.60940765769154,45.23728936189811,Windsor,6,1
55,7.202445292421947,0,33.68913811900914,30.866423985693864,Kingston,1,0
55,7.923779089741475,0,33.68913811900914,30.866423985693864,Kingston,2,0
