store_id,month,region_id,store_size,competition_density,seasonal_effect,marketing_spend,log_sales,sales
1,1,1,4237.675466109067,9.687593225389719,0.049999999999999996,14502.526163123548,11.181841475339311,71814.48497866312
1,2,1,4237.675466109067,9.687593225389719,0.08660254037844387,8367.115801665932,10.617432706911467,40840.630355270856
1,3,1,4237.675466109067,9.687593225389719,0.1,14410.08907277137,11.21219823149098,74027.96687198446
1,4,1,4237.675466109067,9.687593225389719,0.08660254037844388,12163.449637591839,10.85410851792349,51746.31588283016
1,5,1,4237.675466109067,9.687593225389719,0.049999999999999996,5761.609033215791,10.251246805549844,28317.826742650162
1,6,1,4237.675466109067,9.687593225389719,1.2246467991473533e-17,11918.035570997745,10.623398322424109,41084.99803033668
1,7,1,4237.675466109067,9.687593225389719,-0.04999999999999998,7930.163154378533,10.472135772644696,35317.567168964764
1,8,1,4237.675466109067,9.687593225389719,-0.08660254037844384,14482.43788909167,10.989934619874717,59274.508549521655
1,9,1,4237.675466109067,9.687593225389719,-0.1,7202.783359680325,10.176069947037199,26267.03334819802
1,10,1,4237.675466109067,9.687593225389719,-0.08660254037844387,14610.37194589153,11.180800194831793,71739.7448747572
1,11,1,4237.675466109067,9.687593225389719,0.14999999999999997,9325.097938999534,10.738909903201275,46115.75387257505
1,12,1,4237.675466109067,9.687593225389719,0.19999999999999998,7352.829207666218,10.543559569277761,37932.34925193062
1,13,1,4237.675466109067,9.687593225389719,0.05,9837.4286131002,10.674704660216001,43247.93044428769
1,14,1,4237.675466109067,9.687593225389719,0.08660254037844384,9316.42210111022,10.68313712523295,43614.15903962456
1,15,1,4237.675466109067,9.687593225389719,0.1,5426.671400200576,10.213690975138745,27274.049876581215
1,16,1,4237.675466109067,9.687593225389719,0.08660254037844392,10776.44489472732,10.877630496375748,52977.91970430559
1,17,1,4237.675466109067,9.687593225389719,0.04999999999999998,14256.45453389734,11.294340760659756,80365.54034847232
1,18,1,4237.675466109067,9.687593225389719,3.6739403974420595e-17,14906.612562481314,11.319198173308926,82388.25532777421
1,19,1,4237.675466109067,9.687593225389719,-0.04999999999999992,9920.15833267942,10.634830181110456,41557.37082705846
1,20,1,4237.675466109067,9.687593225389719,-0.08660254037844388,13851.526679936796,10.952829233085788,57115.4097968969
1,21,1,4237.675466109067,9.687593225389719,-0.1,11065.091411583126,10.66454297508613,42810.68393576024
